,111633
Returns,28.129710142561677
Standard Deviation,18.55705085270229
Sharpe Ratio,1.3229316628717829
ADANIPORTS Weight,6.696014958264499
ASIANPAINT Weight,4.746109986820368
BAJFINANCE Weight,7.183491201125531
BAJAJFINSV Weight,6.208538715403467
BRITANNIA Weight,7.670967443986565
DIVISLAB Weight,3.771157501098303
GRASIM Weight,0.846300043932106
HCLTECH Weight,2.3087287725152046
HDFCBANK Weight,1.3337762867931389
HINDALCO Weight,2.7962050153762372
HINDUNILVR Weight,1.821252529654172
ICICIBANK Weight,1.3337762867931389
INFY Weight,1.821252529654172
JSWSTEEL Weight,5.233586229681401
KOTAKBANK Weight,1.3337762867931389
LT Weight,0.846300043932106
NESTLEIND Weight,7.183491201125531
POWERGRID Weight,4.258633743959336
RELIANCE Weight,3.771157501098303
TCS Weight,4.258633743959336
TATACONSUM Weight,7.183491201125531
TATASTEEL Weight,0.846300043932106
TECHM Weight,7.183491201125531
TITAN Weight,5.233586229681401
ULTRACEMCO Weight,0.846300043932106
WIPRO Weight,3.2836812582372708
