,132
Returns,35.0
Semi Deviation,13.0
Sortino Ratio,2.4169230769230765
ADANIPORTS Weight,0.10315397286785175
ASIANPAINT Weight,10.068463062992867
BAJFINANCE Weight,1.144248353809072
BAJAJFINSV Weight,0.8141821422890565
BRITANNIA Weight,5.262983569390373
DIVISLAB Weight,17.15783213609329
GRASIM Weight,0.20293332122789343
HCLTECH Weight,0.19043980768665855
HDFCBANK Weight,0.026490978822934587
HINDALCO Weight,0.07008730809605347
HINDUNILVR Weight,0.2749819050267865
ICICIBANK Weight,0.008822687374664235
INFY Weight,1.8503254029154517
JSWSTEEL Weight,0.7276889209893382
NESTLEIND Weight,0.0031083465060211934
POWERGRID Weight,0.046487369109825614
RELIANCE Weight,37.09289037624648
TCS Weight,9.241161313010503
TATACONSUM Weight,9.757190512106268
TATASTEEL Weight,1.3002491193787622
TECHM Weight,1.338636956498902
TITAN Weight,0.0067661463271853385
UPL Weight,2.654419997800301
WIPRO Weight,0.6564562934334531
