,1302
Returns,29.907247974865196
Standard Deviation,17.8514056096592
Sharpe Ratio,147.4799718887112
ASIANPAINT Weight,9.634201468481809
BAJFINANCE Weight,9.634201468481809
BAJAJFINSV Weight,2.2320005060243853
BRITANNIA Weight,2.2320005060243853
DIVISLAB Weight,8.288346748035003
GRASIM Weight,0.8861457855775807
HCLTECH Weight,2.2320005060243853
HDFCBANK Weight,8.961274108258406
HINDALCO Weight,0.8861457855775807
HINDUNILVR Weight,6.269564667364798
ICICIBANK Weight,3.577855226471189
INFY Weight,0.8861457855775807
JSWSTEEL Weight,2.2320005060243853
LT Weight,1.559073145800983
NESTLEIND Weight,4.250782586694592
POWERGRID Weight,4.9237099469179935
RELIANCE Weight,4.250782586694592
TCS Weight,2.2320005060243853
TATACONSUM Weight,1.559073145800983
TATASTEEL Weight,1.559073145800983
TECHM Weight,6.9424920275882
TITAN Weight,10.30712882870521
ULTRACEMCO Weight,1.559073145800983
WIPRO Weight,2.904927866247787
