,95
Returns,33.199999999999996
Standard Deviation,21.01903898849802
Sharpe Ratio,1.4091985849690163
ADANIPORTS Weight,8.001521570455656
ASIANPAINT Weight,0.013650175342058883
BAJFINANCE Weight,30.151664037547572
BAJAJFINSV Weight,0.15900363215993996
BRITANNIA Weight,5.1871052650282136e-05
DIVISLAB Weight,7.693386592595829
GRASIM Weight,0.0857429456048139
HCLTECH Weight,0.006352642729216557
HDFCBANK Weight,0.0004146671566643542
HINDALCO Weight,1.2462701049838791
HINDUNILVR Weight,20.692884954153698
ICICIBANK Weight,0.06823463242365584
INFY Weight,0.027113637255192773
JSWSTEEL Weight,0.018108289497428813
KOTAKBANK Weight,0.15239235859547748
LT Weight,7.109010034789788e-05
NESTLEIND Weight,9.223416637232402
POWERGRID Weight,0.9611077446391763
RELIANCE Weight,1.5686739505301412
TCS Weight,8.531724069572412
TATACONSUM Weight,0.041269506117576266
TATASTEEL Weight,4.54158346198622
TECHM Weight,1.8004367788743696
TITAN Weight,1.3822279503462291
ULTRACEMCO Weight,3.6210952747548264
WIPRO Weight,0.011601424292557233
